chr,gene_id,strand,start,end
chr12,ENSG00000111011.17,-,122508218,122508450
chr12,ENSG00000111011.17,-,122511109,122511188
chr12,ENSG00000111011.17,-,122515105,122515227
chr12,ENSG00000111011.17,-,122517231,122517430
chr12,ENSG00000111011.17,-,122518839,122519051
chr12,ENSG00000111011.17,-,122521385,122521428
chr12,ENSG00000111011.17,-,122522143,122522299
chr12,ENSG00000111011.17,-,122522799,122522906
chr12,ENSG00000184445.11,+,122614991,122615086
chr12,ENSG00000184445.11,+,122615470,122615526
chr12,ENSG00000184445.11,+,122617407,122617501
chr12,ENSG00000184445.11,+,122618343,122618397
chr12,ENSG00000184445.11,+,122618482,122618545
chr12,ENSG00000184445.11,+,122620479,122620566
chr12,ENSG00000184445.11,+,122626226,122626396
chr12,ENSG00000182782.7,-,122701293,122702194
chr12,ENSG00000255398.2,-,122714756,122715576
chr12,ENSG00000196917.5,-,122726076,122729301
chr12,ENSG00000139726.10,+,122769076,122771064
chr12,ENSG00000130783.13,+,122823417,122823459
chr12,ENSG00000130783.13,+,122826422,122827528
chr12,ENSG00000130787.13,+,122861751,122862960
chr12,ENSG00000139722.6,-,122865328,122867118
chr12,ENSG00000150967.17,-,122920951,122921040
chr12,ENSG00000150967.17,-,122924525,122924801
chr12,ENSG00000150967.17,-,122928992,122929913
chr12,ENSG00000150967.17,-,122931326,122932328
chr12,ENSG00000150967.17,-,122935272,122935431
chr12,ENSG00000150967.17,-,122940111,122940284
chr12,ENSG00000150967.17,-,122944391,122944519
chr12,ENSG00000150967.17,-,122946025,122946222
chr12,ENSG00000150967.17,-,122948624,122948829
chr12,ENSG00000150967.17,-,122960236,122960322
chr12,ENSG00000111325.16,+,122977981,122978199
chr12,ENSG00000111325.16,+,122978325,122978569
chr12,ENSG00000111325.16,+,122978753,122979010
chr12,ENSG00000111325.16,+,122979083,122980043
chr12,ENSG00000182196.13,+,122981772,122981809
chr12,ENSG00000182196.13,+,122982031,122982074
chr12,ENSG00000182196.13,+,122982469,122982538
chr12,ENSG00000182196.13,+,122982584,122982913
chr12,ENSG00000090975.12,-,122983480,122986029
chr12,ENSG00000090975.12,-,123000303,123000382
chr12,ENSG00000090975.12,-,123034591,123034685
chr12,ENSG00000051825.14,-,123152324,123152535
chr12,ENSG00000051825.14,-,123154215,123156908
chr12,ENSG00000051825.14,-,123159694,123160849
chr12,ENSG00000051825.14,-,123161136,123161383
chr12,ENSG00000051825.14,-,123162115,123162218
chr12,ENSG00000051825.14,-,123163014,123163134
chr12,ENSG00000051825.14,-,123163769,123163941
chr12,ENSG00000051825.14,-,123163950,123164090
chr12,ENSG00000051825.14,-,123165302,123165477
chr12,ENSG00000051825.14,-,123166655,123166789
chr12,ENSG00000051825.14,-,123176688,123176789
chr12,ENSG00000051825.14,-,123179926,123179990
chr12,ENSG00000051825.14,-,123181163,123181210
chr12,ENSG00000051825.14,-,123194386,123194601
chr12,ENSG00000051825.14,-,123198247,123198334
chr12,ENSG00000051825.14,-,123221843,123221895
chr12,ENSG00000051825.14,-,123223038,123223127
chr12,ENSG00000051825.14,-,123227463,123227538
chr12,ENSG00000051825.14,-,123230365,123230522
chr12,ENSG00000130921.7,+,123253647,123253674
chr12,ENSG00000130921.7,+,123257029,123257959
chr12,ENSG00000111328.6,-,123260971,123261738
chr12,ENSG00000139697.11,-,123289109,123295910
chr12,ENSG00000183955.12,+,123396345,123396432
chr12,ENSG00000183955.12,+,123403573,123403632
chr12,ENSG00000183955.12,+,123404884,123405074
chr12,ENSG00000183955.12,+,123407493,123409358
chr12,ENSG00000150977.10,-,123410683,123415893
chr12,ENSG00000184209.14,+,123465538,123465540
chr12,ENSG00000184209.14,+,123466279,123466936
chr12,ENSG00000188026.11,-,123470054,123472540
chr12,ENSG00000086598.10,+,123596727,123598577
chr12,ENSG00000111364.15,+,123607432,123607523
chr12,ENSG00000111364.15,+,123607604,123607662
chr12,ENSG00000111364.15,+,123608680,123608829
chr12,ENSG00000111364.15,+,123609939,123610128
chr12,ENSG00000111364.15,+,123613170,123613252
chr12,ENSG00000111364.15,+,123615185,123615316
chr12,ENSG00000111364.15,+,123616511,123616603
chr12,ENSG00000111364.15,+,123617758,123617870
chr12,ENSG00000111364.15,+,123620138,123620941
chr12,ENSG00000111361.12,-,123620406,123621920
chr12,ENSG00000111361.12,-,123622636,123622761
chr12,ENSG00000111361.12,-,123624787,123624823
chr12,ENSG00000111361.12,-,123625967,123626859
chr12,ENSG00000111358.13,+,123650994,123651056
chr12,ENSG00000111358.13,+,123652532,123652561
chr12,ENSG00000111358.13,+,123652707,123652735
chr12,ENSG00000111358.13,+,123654924,123654998
chr12,ENSG00000111358.13,+,123655771,123655824
chr12,ENSG00000111358.13,+,123659516,123659584
chr12,ENSG00000111358.13,+,123659857,123659930
chr12,ENSG00000111358.13,+,123660046,123660082
chr12,ENSG00000111358.13,+,123660166,123662606
chr12,ENSG00000168778.11,+,123673615,123673749
chr12,ENSG00000168778.11,+,123707711,123708403
chr12,ENSG00000185344.13,+,123737350,123737502
chr12,ENSG00000185344.13,+,123737547,123737687
chr12,ENSG00000185344.13,+,123758030,123761755
chr12,ENSG00000197653.14,+,123813659,123813661
chr12,ENSG00000197653.14,+,123861004,123861170
chr12,ENSG00000197653.14,+,123864595,123864730
chr12,ENSG00000197653.14,+,123865951,123866073
chr12,ENSG00000197653.14,+,123867467,123867601
chr12,ENSG00000197653.14,+,123867903,123868119
chr12,ENSG00000197653.14,+,123870366,123870485
chr12,ENSG00000197653.14,+,123877736,123877908
chr12,ENSG00000197653.14,+,123879264,123879357
chr12,ENSG00000197653.14,+,123879634,123879801
chr12,ENSG00000197653.14,+,123881625,123882237
chr12,ENSG00000250091.2,-,123926424,123930543
chr12,ENSG00000197653.14,+,123932636,123932731
chr12,ENSG00000197653.14,+,123933331,123933439
chr12,ENSG00000197653.14,+,123935479,123936206
chr12,ENSG00000119242.8,-,123935622,123937060
chr12,ENSG00000119242.8,-,123943477,123943493
chr12,ENSG00000119242.8,-,123944306,123944364
chr12,ENSG00000119242.8,-,123944669,123944740
chr12,ENSG00000119242.8,-,123945704,123945800
chr12,ENSG00000119242.8,-,123956284,123956444
chr12,ENSG00000179195.15,+,124003423,124003540
chr12,ENSG00000179195.15,+,124004878,124004935
chr12,ENSG00000179195.15,+,124011381,124011441
chr12,ENSG00000179195.15,+,124011546,124012144
chr12,ENSG00000179195.15,+,124012928,124015439
chr12,ENSG00000274874.1,+,124088480,124088594
chr12,ENSG00000178882.14,+,124149595,124149791
chr12,ENSG00000178882.14,+,124311818,124311853
chr12,ENSG00000178882.14,+,124314523,124316024
chr12,ENSG00000196498.13,-,124324415,124325556
chr12,ENSG00000196498.13,-,124328532,124329086
chr12,ENSG00000196498.13,-,124430610,124430613
chr12,ENSG00000073060.15,-,124776856,124778586
chr12,ENSG00000073060.15,-,124782683,124782685
chr12,ENSG00000073060.15,-,124785820,124786098
chr12,ENSG00000150991.14,-,124911604,124911716
chr12,ENSG00000150991.14,-,124913772,124913774
chr12,ENSG00000150991.14,-,124914587,124914762
chr12,ENSG00000150990.7,-,124946825,124947946
chr12,ENSG00000184992.10,+,125025428,125031231
chr12,ENSG00000081760.16,+,125086351,125086443
chr12,ENSG00000081760.16,+,125091426,125091523
chr12,ENSG00000081760.16,+,125102679,125102793
chr12,ENSG00000081760.16,+,125103000,125103081
chr12,ENSG00000081760.16,+,125107121,125107162
chr12,ENSG00000081760.16,+,125142227,125143320
chr12,ENSG00000139364.10,+,125644076,125644117
chr12,ENSG00000139364.10,+,125654708,125662377
chr12,ENSG00000181234.9,+,128706293,128707915
chr12,ENSG00000139370.10,-,128793191,128794356
chr12,ENSG00000139370.10,-,128799259,128799417
chr12,ENSG00000139370.10,-,128800854,128801009
chr12,ENSG00000139370.10,-,128808806,128808956
chr12,ENSG00000139370.10,-,128809396,128809473
chr12,ENSG00000139370.10,-,128809943,128810010
chr12,ENSG00000151948.11,+,128926359,128926454
chr12,ENSG00000151948.11,+,128927105,128927158
chr12,ENSG00000151948.11,+,128930234,128930461
chr12,ENSG00000151948.11,+,128945326,128945369
chr12,ENSG00000151948.11,+,128947297,128947458
chr12,ENSG00000151948.11,+,128957545,128957643
chr12,ENSG00000151948.11,+,128982929,128984968
chr12,ENSG00000151952.14,-,129071725,129073877
chr12,ENSG00000111432.4,+,130164403,130165740
chr12,ENSG00000125207.7,+,130342580,130342591
chr12,ENSG00000125207.7,+,130371596,130372637
chr12,ENSG00000060709.13,-,130396137,130399137
chr12,ENSG00000060709.13,-,130399679,130399806
chr12,ENSG00000060709.13,-,130431647,130432264
chr12,ENSG00000060709.13,-,130456527,130456700
chr12,ENSG00000060709.13,-,130470693,130470743
chr12,ENSG00000060709.13,-,130471750,130472338
chr12,ENSG00000060709.13,-,130478912,130479016
chr12,ENSG00000060709.13,-,130506648,130506770
chr12,ENSG00000060709.13,-,130517828,130517917
chr12,ENSG00000111450.13,-,130789600,130791977
chr12,ENSG00000111450.13,-,130795995,130796042
chr12,ENSG00000111450.13,-,130801254,130801290
chr12,ENSG00000111450.13,-,130801415,130801488
chr12,ENSG00000111450.13,-,130806982,130807090
chr12,ENSG00000111450.13,-,130808631,130808704
chr12,ENSG00000111450.13,-,130812310,130812342
chr12,ENSG00000132341.11,+,130874546,130874562
chr12,ENSG00000132341.11,+,130874568,130874733
chr12,ENSG00000132341.11,+,130875612,130875709
chr12,ENSG00000132341.11,+,130875778,130875782
chr12,ENSG00000132341.11,+,130875882,130877678
chr12,ENSG00000111452.12,+,131137893,131138229
chr12,ENSG00000111452.12,+,131139168,131141469
chr12,ENSG00000061936.9,+,131753123,131753363
chr12,ENSG00000061936.9,+,131754368,131754499
chr12,ENSG00000061936.9,+,131755386,131755479
chr12,ENSG00000061936.9,+,131756473,131756644
chr12,ENSG00000061936.9,+,131764456,131764686
chr12,ENSG00000061936.9,+,131766118,131766308
chr12,ENSG00000061936.9,+,131778065,131778330
chr12,ENSG00000061936.9,+,131786463,131786597
chr12,ENSG00000061936.9,+,131799486,131799737
chr12,ENSG00000198598.6,+,131838195,131838287
chr12,ENSG00000198598.6,+,131838612,131838631
chr12,ENSG00000198598.6,+,131849939,131850059
chr12,ENSG00000198598.6,+,131850925,131851030
chr12,ENSG00000198598.6,+,131851272,131851783
chr12,ENSG00000177169.9,+,131921359,131923167
chr12,ENSG00000177192.13,+,131943584,131945896
chr12,ENSG00000183495.13,+,131994977,131995012
chr12,ENSG00000183495.13,+,132077671,132081102
chr12,ENSG00000185684.12,+,132103997,132104020
chr12,ENSG00000185684.12,+,132108752,132108899
chr12,ENSG00000185684.12,+,132114492,132114545
chr12,ENSG00000185684.12,+,132120420,132120601
chr12,ENSG00000185684.12,+,132121440,132121579
chr12,ENSG00000185684.12,+,132121925,132123580
chr12,ENSG00000185684.12,+,132125194,132125408
chr12,ENSG00000185684.12,+,132125854,132126340
chr12,ENSG00000185163.9,-,132136594,132139274
chr12,ENSG00000184967.6,+,132152399,132152441
chr12,ENSG00000182870.12,-,132196372,132197109
chr12,ENSG00000182870.12,-,132203670,132203690
chr12,ENSG00000112787.12,+,132583776,132585188
chr12,ENSG00000204583.9,-,132603150,132603404
chr12,ENSG00000204583.9,-,132604015,132604376
chr12,ENSG00000204583.9,-,132604462,132604584
chr12,ENSG00000204583.9,-,132604701,132604940
chr12,ENSG00000204583.9,-,132606252,132606264
chr12,ENSG00000187848.12,+,132621507,132622386
chr12,ENSG00000177084.16,-,132623762,132624810
chr12,ENSG00000177084.16,-,132624905,132624994
chr12,ENSG00000177084.16,-,132625645,132625770
chr12,ENSG00000177084.16,-,132626117,132626317
chr12,ENSG00000177084.16,-,132632315,132632508
chr12,ENSG00000177084.16,-,132632664,132632795
chr12,ENSG00000177084.16,-,132634186,132634378
chr12,ENSG00000177084.16,-,132635892,132636024
chr12,ENSG00000177084.16,-,132638014,132638139
chr12,ENSG00000177084.16,-,132639125,132639298
chr12,ENSG00000177084.16,-,132641647,132641851
chr12,ENSG00000177084.16,-,132642177,132642397
chr12,ENSG00000177084.16,-,132642506,132642729
chr12,ENSG00000177084.16,-,132642820,132642996
chr12,ENSG00000177084.16,-,132643224,132643330
chr12,ENSG00000177084.16,-,132643407,132643560
chr12,ENSG00000177084.16,-,132643837,132643977
chr12,ENSG00000177084.16,-,132648929,132649072
chr12,ENSG00000177084.16,-,132649306,132649515
chr12,ENSG00000177084.16,-,132649677,132649889
chr12,ENSG00000176894.9,+,132701281,132701369
chr12,ENSG00000176894.9,+,132701397,132701684
chr12,ENSG00000176894.9,+,132704619,132704991
chr12,ENSG00000247077.6,+,132717439,132717515
chr12,ENSG00000247077.6,+,132718808,132719166
chr12,ENSG00000247077.6,+,132720826,132722734
chr12,ENSG00000176915.14,-,132725503,132727244
chr12,ENSG00000176915.14,-,132730227,132730270
chr12,ENSG00000176915.14,-,132735407,132735512
chr12,ENSG00000176915.14,-,132736893,132737065
chr12,ENSG00000176915.14,-,132741419,132741485
chr12,ENSG00000090615.12,-,132768909,132773107
chr12,ENSG00000090615.12,-,132773260,132773294
chr12,ENSG00000090615.12,-,132774157,132774320
chr12,ENSG00000090615.12,-,132774498,132775113
chr12,ENSG00000090615.12,-,132783868,132784028
chr12,ENSG00000072609.17,-,132832357,132841596
chr12,ENSG00000072609.17,-,132843011,132843083
chr12,ENSG00000072609.17,-,132844027,132844134
chr12,ENSG00000072609.17,-,132847043,132847130
chr12,ENSG00000072609.17,-,132848085,132848188
chr12,ENSG00000072609.17,-,132848641,132848642
chr12,ENSG00000072609.17,-,132870743,132870783
chr12,ENSG00000072609.17,-,132872285,132872394
chr12,ENSG00000072609.17,-,132877555,132877654
chr12,ENSG00000196458.10,-,132918308,132925375
chr12,ENSG00000198393.7,+,133011479,133027103
chr12,ENSG00000198040.10,+,133041100,133041467
chr12,ENSG00000198040.10,+,133050538,133050586
chr12,ENSG00000198040.10,+,133056954,133057002
chr12,ENSG00000198040.10,+,133058930,133063304
chr12,ENSG00000196387.9,+,133100992,133101053
chr12,ENSG00000196387.9,+,133105510,133107544
chr12,ENSG00000214029.4,-,133106817,133120286
chr12,ENSG00000256223.5,+,133143520,133143622
chr12,ENSG00000256223.5,+,133144434,133144492
chr12,ENSG00000256223.5,+,133156966,133159465
chr12,ENSG00000090612.20,+,133187865,133188072
chr12,ENSG00000090612.20,+,133191489,133191506
chr12,ENSG00000090612.20,+,133193431,133193533
chr12,ENSG00000090612.20,+,133193535,133193537
chr12,ENSG00000090612.20,+,133202144,133214831
chr12,ENSG00000256825.4,+,133202160,133202369
chr12,ENSG00000227059.6,-,133218312,133218887
chr13,ENSG00000279081.1,-,18206570,18206572
chr13,ENSG00000198033.11,-,19173770,19173865
chr13,ENSG00000132958.17,-,19422877,19423164
chr13,ENSG00000132958.17,-,19424947,19425017
chr13,ENSG00000132958.17,-,19425707,19425731
chr13,ENSG00000196199.13,+,19650296,19650412
chr13,ENSG00000196199.13,+,19671261,19671289
chr13,ENSG00000196199.13,+,19671834,19673459
chr13,ENSG00000121390.18,-,19674756,19674984
chr13,ENSG00000121390.18,-,19675388,19675653
chr13,ENSG00000121390.18,-,19677724,19677821
chr13,ENSG00000121390.18,-,19702500,19703177
chr13,ENSG00000132950.18,-,19823484,19824479
chr13,ENSG00000132950.18,-,19837453,19837783
chr13,ENSG00000121741.16,+,19993063,19993072
chr13,ENSG00000121741.16,+,20086012,20091829
chr13,ENSG00000121743.3,-,20138255,20141983
chr13,ENSG00000121743.3,-,20143289,20143305
chr13,ENSG00000165474.5,-,20187470,20188903
chr13,ENSG00000165474.5,-,20189582,20189603
chr13,ENSG00000121742.15,-,20221971,20222697
chr13,ENSG00000121742.15,-,20223481,20223495
chr13,ENSG00000165475.13,-,20403667,20404131
chr13,ENSG00000165475.13,-,20426695,20427287
chr13,ENSG00000032742.17,+,20641409,20642896
chr13,ENSG00000032742.17,+,20691173,20691437
chr13,ENSG00000172458.4,+,20717153,20717369
chr13,ENSG00000172458.4,+,20721636,20721685
chr13,ENSG00000172458.4,+,20721952,20723098
chr13,ENSG00000150456.10,-,20728731,20729082
chr13,ENSG00000132953.16,-,20777329,20783724
chr13,ENSG00000150457.8,-,20973032,20974872
chr13,ENSG00000150459.12,+,21147168,21149084
chr13,ENSG00000165480.15,-,21153595,21155150
chr13,ENSG00000165480.15,-,21155693,21155811
chr13,ENSG00000165480.15,-,21157922,21158125
chr13,ENSG00000165480.15,-,21159902,21159987
chr13,ENSG00000165480.15,-,21161790,21161875
chr13,ENSG00000165480.15,-,21167988,21168399
chr13,ENSG00000180776.15,-,21372573,21376655
chr13,ENSG00000180776.15,-,21378661,21378703
chr13,ENSG00000180776.15,-,21381434,21381549
chr13,ENSG00000180776.15,-,21381901,21381929
chr13,ENSG00000165487.13,-,21492700,21493251
chr13,ENSG00000102678.6,+,21701433,21704498
chr13,ENSG00000102683.7,+,23324539,23325165
chr13,ENSG00000151835.13,-,23328823,23330138
chr13,ENSG00000151835.13,-,23341626,23341690
chr13,ENSG00000127863.15,+,23626707,23626743
chr13,ENSG00000127863.15,+,23669122,23669273
chr13,ENSG00000127863.15,+,23673378,23676104
chr13,ENSG00000027001.9,-,23730189,23730350
chr13,ENSG00000205863.9,-,23891099,23891479
chr13,ENSG00000273167.1,+,24222819,24222929
chr13,ENSG00000182957.15,+,24249477,24249698
chr13,ENSG00000182957.15,+,24278614,24278700
chr13,ENSG00000182957.15,+,24302771,24307074
chr13,ENSG00000240654.6,+,24315982,24316003
chr13,ENSG00000273167.1,+,24316005,24316169
chr13,ENSG00000273167.1,+,24318818,24318880
chr13,ENSG00000273167.1,+,24320996,24321031
chr13,ENSG00000281899.1,-,24321126,24321128
chr13,ENSG00000240654.6,+,24321766,24322535
chr13,ENSG00000102699.5,-,24420926,24421121
chr13,ENSG00000075673.11,+,24711520,24712493
chr13,ENSG00000132972.18,+,24824206,24824377
chr13,ENSG00000132972.18,+,24879283,24879295
chr13,ENSG00000132972.18,+,24879737,24879921
chr13,ENSG00000151849.14,-,24882284,24883369
chr13,ENSG00000151849.14,-,24883963,24884083
chr13,ENSG00000151849.14,-,24884161,24884245
chr13,ENSG00000151849.14,-,24884323,24884463
chr13,ENSG00000151849.14,-,24885276,24885386
chr13,ENSG00000151849.14,-,24885606,24885670
chr13,ENSG00000151849.14,-,24886234,24886278
chr13,ENSG00000151849.14,-,24889170,24889274
chr13,ENSG00000151846.8,+,25098092,25099254
chr13,ENSG00000165566.12,-,25161684,25169606
chr13,ENSG00000139505.11,-,25246201,25249234
chr13,ENSG00000139496.15,+,25307806,25307949
chr13,ENSG00000139496.15,+,25309247,25309282
chr13,ENSG00000139496.15,+,25312883,25312956
chr13,ENSG00000139496.15,+,25331579,25336344
chr13,ENSG00000139496.15,+,25340132,25342416
chr13,ENSG00000132932.16,+,25769046,25769229
chr13,ENSG00000132932.16,+,25774849,25774959
chr13,ENSG00000132932.16,+,25828118,25828192
chr13,ENSG00000132932.16,+,25837163,25837285
chr13,ENSG00000132932.16,+,25839546,25839624
chr13,ENSG00000132932.16,+,25860195,25860256
chr13,ENSG00000132932.16,+,25860804,25860860
chr13,ENSG00000132932.16,+,25862301,25862408
chr13,ENSG00000132932.16,+,25961575,25961663
chr13,ENSG00000132932.16,+,25968575,25968679
chr13,ENSG00000132932.16,+,26012531,26012622
chr13,ENSG00000132932.16,+,26019888,26025851
chr13,ENSG00000180730.4,-,26044597,26046515
chr13,ENSG00000127870.16,-,26212762,26213826
chr13,ENSG00000132964.11,+,26385247,26385342
chr13,ENSG00000132964.11,+,26393367,26393510
chr13,ENSG00000132964.11,+,26396285,26396354
chr13,ENSG00000132964.11,+,26397153,26397225
chr13,ENSG00000132964.11,+,26400453,26400550
chr13,ENSG00000132964.11,+,26401269,26401347
chr13,ENSG00000132964.11,+,26401466,26401624
chr13,ENSG00000132964.11,+,26403956,26405238
chr13,ENSG00000132970.12,+,26642261,26642270
chr13,ENSG00000132970.12,+,26685843,26688948
chr13,ENSG00000132975.7,-,26755200,26758825
chr13,ENSG00000152484.13,-,27066142,27069285
chr13,ENSG00000152484.13,-,27089438,27089881
chr13,ENSG00000152484.13,-,27170091,27170323
chr13,ENSG00000122026.10,+,27255352,27255354
chr13,ENSG00000122026.10,+,27256184,27256334
chr13,ENSG00000122026.10,+,27256436,27256691
chr13,ENSG00000122035.6,+,27273492,27273690
chr13,ENSG00000122034.12,+,27429870,27429966
chr13,ENSG00000122034.12,+,27430533,27430621
chr13,ENSG00000122034.12,+,27432731,27432804
chr13,ENSG00000122034.12,+,27434139,27434169
chr13,ENSG00000122034.12,+,27434215,27434219
chr13,ENSG00000122034.12,+,27434805,27435034
chr13,ENSG00000122034.12,+,27435133,27435192
chr13,ENSG00000122034.12,+,27435433,27435688
chr13,ENSG00000122033.14,-,27435643,27435677
chr13,ENSG00000122033.14,-,27441017,27441077
chr13,ENSG00000139517.7,-,27545911,27548337
chr13,ENSG00000139517.7,-,27581704,27581803
chr13,ENSG00000186184.15,+,27622841,27622899
chr13,ENSG00000186184.15,+,27623248,27623452
chr13,ENSG00000186184.15,+,27648379,27648436
chr13,ENSG00000186184.15,+,27650067,27651549
chr13,ENSG00000186184.15,+,27665686,27667415
chr13,ENSG00000169840.4,+,27793946,27794768
chr13,ENSG00000139515.5,+,27924699,27926231
chr13,ENSG00000180389.6,+,27945413,27945590
chr13,ENSG00000165556.9,-,27962137,27963117
chr13,ENSG00000183463.5,-,27977714,27978108
chr13,ENSG00000122025.14,-,28003274,28004174
chr13,ENSG00000122025.14,-,28014452,28014557
chr13,ENSG00000122025.14,-,28015157,28015256
chr13,ENSG00000122025.14,-,28015590,28015701
chr13,ENSG00000122025.14,-,28018467,28018589
chr13,ENSG00000122025.14,-,28023350,28023477
chr13,ENSG00000122025.14,-,28024861,28024943
chr13,ENSG00000122025.14,-,28025284,28025405
chr13,ENSG00000152520.13,+,28292520,28295335
chr13,ENSG00000102755.10,-,28300344,28303169
chr13,ENSG00000102755.10,-,28306734,28306772
chr13,ENSG00000102755.10,-,28308843,28308927
chr13,ENSG00000102755.10,-,28311590,28311732
chr13,ENSG00000102755.10,-,28311993,28312098
chr13,ENSG00000102755.10,-,28317498,28317597
chr13,ENSG00000102755.10,-,28319423,28319534
chr13,ENSG00000102755.10,-,28321463,28321585
chr13,ENSG00000102755.10,-,28322262,28322359
chr13,ENSG00000102755.10,-,28322790,28322946
chr13,ENSG00000102755.10,-,28368096,28368580
chr13,ENSG00000102755.10,-,28385548,28389703
chr13,ENSG00000102755.10,-,28399044,28399046
chr13,ENSG00000132963.7,+,28678100,28678925
chr13,ENSG00000139508.14,-,28700080,28701499
chr13,ENSG00000132938.18,+,29480150,29480298
chr13,ENSG00000132938.18,+,29503204,29505947
chr13,ENSG00000139514.12,-,29509410,29514482
chr13,ENSG00000139514.12,-,29536189,29536202
chr13,ENSG00000139514.12,-,29553761,29553860
chr13,ENSG00000122042.9,-,29764371,29767257
chr13,ENSG00000102781.13,-,30202630,30208542
chr13,ENSG00000189403.14,-,30456704,30461685
chr13,ENSG00000189403.14,-,30463681,30463694
chr13,ENSG00000132952.11,+,30642628,30642632
chr13,ENSG00000132952.11,+,30659354,30660770
chr13,ENSG00000132965.9,+,30764104,30764426
chr13,ENSG00000102802.9,+,30924317,30925572
chr13,ENSG00000175664.9,+,30956919,30957029
chr13,ENSG00000175664.9,+,30966222,30966398
chr13,ENSG00000175664.9,+,30968885,30969046
chr13,ENSG00000175664.9,+,30974846,30975502
chr13,ENSG00000120694.19,-,31134974,31137524
chr13,ENSG00000120694.19,-,31138407,31138568
chr13,ENSG00000120694.19,-,31138781,31138900
chr13,ENSG00000120694.19,-,31139000,31139107
chr13,ENSG00000120694.19,-,31140184,31140309
chr13,ENSG00000120694.19,-,31141122,31141259
chr13,ENSG00000120694.19,-,31143792,31143923
chr13,ENSG00000120694.19,-,31145563,31145768
chr13,ENSG00000120694.19,-,31147959,31148092
chr13,ENSG00000120694.19,-,31148374,31148480
chr13,ENSG00000187676.7,+,31329666,31332276
chr13,ENSG00000133105.7,+,31802403,31803388
chr13,ENSG00000073910.19,+,32276464,32276562
chr13,ENSG00000073910.19,+,32278465,32278548
chr13,ENSG00000073910.19,+,32289633,32289639
chr13,ENSG00000073910.19,+,32295458,32299122
chr13,ENSG00000189167.11,-,32303700,32303881
chr13,ENSG00000139618.14,+,32375405,32375406
chr13,ENSG00000139618.14,+,32376670,32376791
chr13,ENSG00000139618.14,+,32379317,32379495
chr13,ENSG00000139618.14,+,32396090,32396116
chr13,ENSG00000139618.14,+,32396898,32397044
chr13,ENSG00000139618.14,+,32398162,32398272
chr13,ENSG00000139618.14,+,32398768,32400266
chr13,ENSG00000139597.17,-,32400723,32403200
chr13,ENSG00000139597.17,-,32403656,32403670
chr13,ENSG00000139597.17,-,32404321,32404397
chr13,ENSG00000139597.17,-,32407250,32407338
chr13,ENSG00000139597.17,-,32407645,32407772
chr13,ENSG00000139597.17,-,32411528,32411592
chr13,ENSG00000139597.17,-,32424922,32425831
chr13,ENSG00000244754.8,-,32432489,32432972
chr13,ENSG00000244754.8,-,32436361,32436384
chr13,ENSG00000244754.8,-,32510292,32517804
chr13,ENSG00000083642.18,+,32770763,32770878
chr13,ENSG00000083642.18,+,32775017,32778019
chr13,ENSG00000133116.7,+,33064184,33066145
chr13,ENSG00000133121.20,-,33103135,33105595
chr13,ENSG00000133121.20,-,33142343,33142373
chr13,ENSG00000133121.20,-,33348607,33349151
chr13,ENSG00000133119.12,+,33836293,33837496
chr13,ENSG00000133119.12,+,33966123,33966558
chr13,ENSG00000180660.7,-,35474182,35475061
chr13,ENSG00000172915.18,+,35670989,35672736
chr13,ENSG00000133083.14,-,35768652,35774644
chr13,ENSG00000133083.14,-,35849923,35850722
chr13,ENSG00000120669.15,-,36168208,36169036
chr13,ENSG00000250709.1,-,36168794,36169036
chr13,ENSG00000120669.15,-,36181992,36183163
chr13,ENSG00000242715.7,-,36222008,36227381
chr13,ENSG00000242715.7,-,36230775,36231195
chr13,ENSG00000242715.7,-,36240570,36240632
chr13,ENSG00000133104.12,-,36301638,36304367
chr13,ENSG00000133104.12,-,36335831,36335832
chr13,ENSG00000133101.9,+,36442663,36442882
chr13,ENSG00000180440.3,+,36694906,36695078
chr13,ENSG00000180440.3,+,36695400,36697839
chr13,ENSG00000133111.3,+,36827751,36829104
chr13,ENSG00000120693.13,-,36844831,36848678
chr13,ENSG00000120693.13,-,36879690,36879875
chr13,ENSG00000120697.8,-,36949775,36949944
chr13,ENSG00000120699.12,+,37005920,37006025
chr13,ENSG00000120699.12,+,37006115,37006160
chr13,ENSG00000120699.12,+,37006975,37007071
chr13,ENSG00000120699.12,+,37008062,37008177
chr13,ENSG00000120699.12,+,37008729,37008833
chr13,ENSG00000120699.12,+,37009297,37009613
chr13,ENSG00000102710.19,-,37009312,37009809
chr13,ENSG00000102710.19,-,37010552,37010655
chr13,ENSG00000102710.19,-,37012192,37012297
chr13,ENSG00000102710.19,-,37017245,37017364
chr13,ENSG00000102710.19,-,37019342,37019397
chr13,ENSG00000102710.19,-,37021448,37021602
chr13,ENSG00000102710.19,-,37022011,37023033
chr13,ENSG00000180138.7,-,37103259,37104245
chr13,ENSG00000133110.14,-,37562583,37563335
chr13,ENSG00000133107.14,-,37636636,37637625
chr13,ENSG00000133107.14,-,37639040,37639299
chr13,ENSG00000133107.14,-,37651265,37651459
chr13,ENSG00000133107.14,-,37655088,37655283
chr13,ENSG00000133107.14,-,37663416,37663729
chr13,ENSG00000133107.14,-,37674228,37674295
chr13,ENSG00000120686.11,+,38359384,38359781
chr13,ENSG00000120686.11,+,38360776,38363619
chr13,ENSG00000150893.10,+,38880785,38887131
chr13,ENSG00000133115.11,-,38965925,38966827
